Name,Homeworld,Residence,Species,Gender,Episode I,Episode II,Episode III,Episode IV,Episode V,Episode VI,First Trilogy,Second Trilogy
Forg F'lopo,Unknown,Cularin residents,Kubaz,Male,0,0,0,0,0,0,0,0
Forridel,Corulag,Corulag residents,Human,Male,0,0,0,0,0,0,0,0
Fortune,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Foslo,Coruscant,Coruscanti,Human,Male,0,0,0,0,0,0,0,0
Fost Bramsin,Coruscant,Coruscanti,Human,Male,0,0,0,0,0,0,0,0
Foth Shemar,Onderon,Onderonians,Unknown,Unknown,0,0,0,0,0,0,0,0
Franklin Scott,Tatooine,Tatooinians,Human,Male,0,0,0,0,0,0,0,0
Freedon Nadd,Onderon,Onderonians,Human,Male,0,0,0,0,0,0,0,0
Freher Wonn,Unknown,Tatooinians,Human,Male,0,0,0,0,0,0,0,0
Frei Aycen,Corellia,Corellians,Human,Female,0,0,0,0,0,0,0,0
Freja Covell,Corulag,Corulag residents,Human,Male,0,0,0,0,0,0,0,0
Freon Drevan,Troiken,Troiken residents,Xexto,Male,1,0,0,0,0,0,1,0
Frexton,Corulag,Corulag residents,Human,Male,0,0,0,0,0,0,0,0
Freyrr,Kashyyyk,Kashyyyk residents,Wookiee,Male,0,0,0,0,0,0,0,0
Freyyr,Kashyyyk,Kashyyyk residents,Wookiee,Male,0,0,0,0,0,0,0,0
Friendly,Unknown,Coruscanti,Unknown,Unknown,0,0,0,0,0,0,0,0
Friizt,Unknown,Abregado-rae,Herglic,Male,0,0,0,0,0,0,0,0
Frija Torlock,Corulag,Corulag residents,Human,Female,0,0,0,0,0,0,0,0
Froera,Kashyyyk,Kashyyyk residents,Wookiee,Female,0,0,0,0,0,0,0,0
Frosif,Unknown,Celwis residents,Agbui,Female,0,0,0,0,0,0,0,0
Frye Troeman,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Furko Nellis,Tatooine,Tatooinians,Human,Male,0,0,0,0,0,0,0,0
Furva Keill,Alderaan,Alderaanians,Human,Male,0,0,0,0,0,0,0,0
Fynn,Unknown,Cularin residents,Unknown,Unknown,0,0,0,0,0,0,0,0
Fynn Torve,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Fyodoi,Unknown,Fyodoi,Unknown,Unknown,0,0,0,0,0,0,0,0
Fyor Rodan,Commenor,Commenori,Human,Male,0,0,0,0,0,0,0,0
Fyren,Unknown,Bespinites,Ugnaught,Male,0,0,0,0,0,0,0,0
Fyric Fel,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
G'vli G'Sil,Coruscant,Coruscanti,Human,Male,0,0,0,0,0,0,0,0
G0-T0,Unknown,Nar Shaddaa residents,Unknown,Masculine programming,0,0,0,0,0,0,0,0
G4-S8,Unknown,Batuu residents,Unknown,Unknown,0,0,0,0,0,0,0,0
GX-8,Unknown,Batuu residents,Unknown,Unknown,0,0,0,0,0,0,0,0
Ga'ram,Nar Shaddaa,Nar Shaddaa residents,Twi'lek,Male,0,0,0,0,0,0,0,0
Gab'borah Hise,Tatooine,Tatooinians,Human,Male,0,0,0,0,0,0,0,0
Gabrial Atanna,Esseles,Esselians,Unknown,Male,0,0,0,0,0,0,0,0
Gabrial Atanna's wife,Esseles,Esselians,Unknown,Female,0,0,0,0,0,0,0,0
Gad Sluggins,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Gadren,Corellia,Corellians,Besalisk,Male,0,0,0,0,0,0,0,0
Gael Kinner,Unknown,Genarius residents,Human,Male,0,0,0,0,0,0,0,0
Gaeriel Captison,Bakura,Bakurans,Human,Female,0,0,0,0,0,0,0,0
Gaff,Roon,Roon residents,Kobok,Male,0,0,0,0,0,0,0,0
Gailid,Unknown,Tatooinians,Human,Male,0,0,0,0,0,1,0,1
Gaitzi,Bakura,Bakurans,Human,Female,0,0,0,0,0,0,0,0
Galactic Museum curator,Coruscant,Coruscanti,Unknown,Male,0,0,0,0,0,0,0,0
Galas (Selkath),Manaan,Manaan residents,Selkath,Male,0,0,0,0,0,0,0,0
Galen Besk,Tatooine,Tatooinians,Miraluka,Male,0,0,0,0,0,0,0,0
Galen Derlin,Tiisheraan,Tiisheraan residents,Human,Male,0,0,0,0,0,0,0,0
Galen Marek,Kashyyyk,Kashyyyk residents,Human,Male,0,0,0,1,0,0,0,1
Galen Torg,Alderaan,Alderaanians,Human,Male,0,0,0,1,0,0,0,1
Galia,Onderon,Onderonians,Human,Female,0,0,0,0,0,0,0,0
Galidon Okanor,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Galiir Ac Yandar,Unknown,Talusians,Human,Male,0,0,0,0,0,0,0,0
Gall (individual),Engebo V,Engebo V residents,Human,Male,0,0,0,0,0,0,0,0
Gallan,Rendili,Rendili residents,Human,Male,0,0,0,0,0,0,0,0
Gallius Rax,Jakku,Jakku residents,Unknown,Male,0,0,0,0,0,0,0,0
Gallius Rax's child soldiers,Unknown,Jakku residents,Unknown,Unknown,0,0,0,0,0,0,0,0
Gallura Handerin,Corellia,Corellians,Human,Female,0,0,0,0,0,0,0,0
Galney (Ducha of Terephon),Terephon,Hapans,Hapan,Female,0,0,0,0,0,0,0,0
Galney (Lady),Hapes,Hapans,Hapan,Female,0,0,0,0,0,0,0,0
Galney family,Unknown,Hapans,Hapan,Unknown,0,0,0,0,0,0,0,0
Galt,Dagobah,Dagobah residents,Human,Male,0,0,0,0,0,0,0,0
Galvain Tark,Unknown,Corellians,Nikto,Male,0,0,0,0,0,0,0,0
Gana Lavin,Taris,Tarisians,Human,Female,0,0,0,0,0,0,0,0
Gana Lavin's father,Taris,Tarisians,Human,Male,0,0,0,0,0,0,0,0
Ganda Kaitoova,Tatooine,Tatooinians,Twi'lek,Male,0,0,0,0,0,0,0,0
Gandr Spanjaf,Corulag,Corulag residents,Human,Male,0,0,0,0,0,0,0,0
Gandroff,Taris,Tarisians,Human,Male,0,0,0,0,0,0,0,0
Gann (Ferroan),Unknown,Sekotans,Ferroan,Male,0,0,0,0,0,0,0,0
Gann (queen),Corellia,Corellians,Unknown,Female,0,0,0,0,0,0,0,0
Ganner Krieg,Unknown,Bastion residents,Human,Male,0,0,0,0,0,0,0,0
Ganner Rhysode,Teyr,Teyr residents,Human,Male,0,0,0,0,0,0,0,0
Gant,Almania,Almanians,Human,Male,0,0,0,0,0,0,0,0
Gantu,Endor,Endorians,Ogre,Unknown,0,0,0,0,0,0,0,0
Ganuk,Nar Shaddaa,Nar Shaddaa residents,Evocii,Male,0,0,0,0,0,0,0,0
Ganwick Trag,Coruscant,Coruscanti,Human,Male,0,1,0,0,0,0,1,0
Gar (Dantooine),Dantooine,Dantooinians,Human,Male,0,0,0,0,0,0,0,0
Gar Bettle,Unknown,Cularin residents,Gungan,Male,0,0,0,0,0,0,0,0
Gara Petothel,Coruscant,Coruscanti,Human,Female,0,0,0,0,0,0,0,0
Garatty ke Kith,Adumar,Adumari,Human,Male,0,0,0,0,0,0,0,0
Garee,Unknown,Thaereians,Human,Male,0,0,0,0,0,0,0,0
Gargonn,Nar Shaddaa,Nar Shaddaa residents,Hutt,Male,0,0,0,0,0,0,0,0
Garil Dox,Alderaan,Alderaanians,Human,Male,0,0,0,0,0,0,0,0
Garil Volune,Ansion,Ansion residents,Human,Male,0,0,0,0,0,0,0,0
Garindan,Kubindi,Tatooinians,Kubaz,Male,0,0,0,1,0,0,0,1
Garm Bel Iblis,Corellia,Corellians,Human,Male,0,0,1,0,0,0,1,0
Garm Totryl,Tatooine,Tatooinians,Rodian,Male,0,0,0,0,0,0,0,0
Garn Delroix,Unknown,Tatooinians,Unknown,Unknown,0,0,0,0,0,0,0,0
Garnt,Unknown,Cularin Belt residents,Unknown,Unknown,0,0,0,0,0,0,0,0
Garoche Tarkin,Unknown,Eriaduans,Human,Male,0,0,0,0,0,0,0,0
Garosian,Unknown,Garosians,Unknown,Unknown,0,0,0,0,0,0,0,0
Garouf Lafoe,Unknown,Tatooinians,Human,Male,0,0,0,1,0,0,0,1
Garouk,Taris,Tarisians,Human,Male,0,0,0,0,0,0,0,0
Garox Tronten,Unknown,Eriaduans,Unknown,Male,0,0,0,0,0,0,0,0
Garr,Excarga,Individuals from Excarga,Excargan,Genderless,0,0,0,0,0,0,0,0
Garr's father,Excarga,Individuals from Excarga,Excargan,Male,0,0,0,0,0,0,0,0
Garr's mother,Excarga,Individuals from Excarga,Excargan,Female,0,0,0,0,0,0,0,0
Garren,Cularin,Cularin residents,Human,Male,0,0,0,0,0,0,0,0
Garrick,Tatooine,Tatooinians,Human,Male,0,0,0,0,0,0,0,0
Gars Croft,Unknown,Cularin residents,Cerean,Male,0,0,0,0,0,0,0,0
Garth (snake eater),Unknown,Endorians,Unknown,Unknown,0,0,0,0,0,0,0,0
Garto,Shikaakwa,Shikaakwa residents,Unknown,Male,0,0,0,0,0,0,0,0
Garus,Unknown,Korriban residents,Human,Male,0,0,0,0,0,0,0,0
Garv Tomas,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Garvin Delquist,Almas,Almas residents,Human,Male,0,0,0,0,0,0,0,0
Gatwer,Unknown,Ryloth residents,Besalisk,Male,0,0,0,0,0,0,0,0
Gault Rennow,Coruscant,Coruscanti,Devaronian,Male,0,0,0,0,0,0,0,0
Gav Daragon,Empress Teta,Tetans,Human,Male,0,0,0,0,0,0,0,0
Gav Vannar,Shikaakwa,Shikaakwa residents,Human,Male,0,0,0,0,0,0,0,0
Gavern Starlock,R-Duba,R-Duba residents,Human,Male,0,0,0,0,0,0,0,0
Gavin Darklighter,Tatooine,Coruscanti,Human,Male,0,0,0,0,0,0,0,0
Gavyn Sykes,Naboo,Naboo,Human,Male,1,0,0,0,0,0,1,0
Gawyn Arden,Bakura,Bakurans,Human,Unknown,0,0,0,0,0,0,0,0
Gawynn Karastee,Coruscant,Coruscanti,Unknown,Female,0,0,0,0,0,0,0,0
Gaza,Herdessa,Herdessans,Human,Male,0,0,0,0,0,0,0,0
Gebs,Unknown,Cularin Belt residents,Ithorian,Unknown,0,0,0,0,0,0,0,0
Geeda (Coruscant),Coruscant,Coruscanti,Rodian,Female,0,0,0,0,0,0,0,0
Geeda (Nar Shaddaa),Nar Shaddaa,Nar Shaddaa residents,Rodian,Female,0,0,0,0,0,0,0,0
Gegorran,Onderon,Onderonians,Human,Male,0,0,0,0,0,0,0,0
Geith Eris,Bespin,Bespinites,Human,Male,0,0,0,0,0,0,0,0
Gel,Unknown,Dalicron-4 residents,Human,Male,0,0,0,0,0,0,0,0
Gelesi,Onderon,Onderonians,Human,Male,0,0,0,0,0,0,0,0
Gelly Farls,Unknown,Cularin residents,Human,Female,0,0,0,0,0,0,0,0
Gelrood,Taris,Tarisians,Human,Male,0,0,0,0,0,0,0,0
Gemmer Sojan,Mimban,Mimban residents,Human,Male,0,0,0,0,1,0,0,1
Gen Tiraan,Chandrila,Chandrilans,Human,Male,0,0,0,0,0,0,0,0
Gendra,Tatooine,Tatooinians,Quarren,Male,0,0,0,0,0,0,0,0
Genel,Unknown,Bogden residents,Duros,Unknown,0,0,0,0,0,0,0,0
Genovin Jasha,Unknown,Corellians,Human,Male,0,0,0,0,0,0,0,0
Gentius Parl,Unknown,Talusians,Human,Male,0,0,0,0,0,0,0,0
Geo Cthon,Unknown,Coruscanti,Human,Male,0,0,0,0,0,0,0,0
Geordi Hans,Tatooine,Tatooinians,Human,Male,0,0,0,0,0,0,0,0
Gerak Vurtimis,Tatooine,Tatooinians,Human,Male,0,0,0,0,0,0,0,0
Gerane Metara,Alderaan,Alderaanians,Human,Female,0,0,0,0,0,0,0,0
Geredi,Unknown,Nar Shaddaa residents,Duros,Male,0,0,0,0,0,0,0,0
Gerell Yok'Ril,Unknown,Cularin residents,Unknown,Unknown,0,0,0,0,0,0,0,0
Geric (Hutta),Nal Hutta,Nal Hutta residents,Human,Male,0,0,0,0,0,0,0,0
Geriel,Nar Shaddaa,Nar Shaddaa residents,Human,Male,0,0,0,0,0,0,0,0
Gerik,Unknown,Dalicron-4 residents,Unknown,Unknown,0,0,0,0,0,0,0,0
Gerlon Two-Fingers,Taris,Tarisians,Human,Male,0,0,0,0,0,0,0,0
Gerney Caslo,Unknown,Nam Chorios residents,Human,Male,0,0,0,0,0,0,0,0
Gerrick Lond,Tatooine,Tatooinians,Ishi Tib,Male,0,0,0,0,0,0,0,0
Gerrio Coronis,Naboo,Naboo,Human,Male,0,0,0,0,0,0,0,0
Gerrol Hunn,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Gert Talnin,Unknown,Tatooinians,Human,Male,0,0,0,0,0,0,0,0
Gerta Haman,Cularin,Cularin residents,Human,Female,0,0,0,0,0,0,0,0
Gesselle Organa,Alderaan,Alderaanians,Human,Female,0,0,0,0,0,0,0,0
Ghia Preyssola,Unknown,Nyriaan residents,Twi'lek,Female,0,0,0,0,0,0,0,0
Ghitsa Dogder,Coruscant,Coruscanti,Human,Female,0,0,0,0,0,0,0,0
Ghost of Jhonterius Park,Unknown,Demophonians,Unknown,Male,0,0,0,0,0,0,0,0
Ghraggka,Kashyyyk,Kashyyyk residents,Wookiee,Male,0,0,0,0,0,0,0,0
Giaal Itotr,Tatooine,Tatooinians,Zabrak,Male,0,0,0,0,0,0,0,0
Gideon Hask,Kuat,Kuati,Human,Male,0,0,0,0,0,0,0,0
Gideon Longspar,Beheboth,Behebothians,Humanoid,Male,0,0,0,0,0,0,0,0
Gideon Tarkin,Eriadu,Eriaduans,Human,Male,0,0,0,0,0,0,0,0
Gil Bastra,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Gil Burtin,Tatooine,Tatooinians,Mon Calamari,Male,0,0,0,0,0,0,0,0
Gil Cassel,Bastion,Bastion residents,Human,Male,0,0,0,0,0,0,0,0
Gil Crosear,Dantooine,Dantooinians,Human,Male,0,0,0,0,0,0,0,0
Gilflyn,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Gillis Hayner,Lamaredd,Lamaredd residents,Unknown,Unknown,0,0,0,0,0,0,0,0
Gilloma,Unknown,Alderaanians,Ithorian,Male,0,0,0,0,0,0,0,0
Gin Scraf,Nam Chorios,Nam Chorios residents,Human,Female,0,0,0,0,0,0,0,0
Gina Moonsong,Coruscant,Coruscanti,Human,Female,0,0,0,0,0,0,0,0
Ginder,Genarius,Genarius residents,Bimm ,Male,0,0,0,0,0,0,0,0
Gixsa,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Gizda Ramani,Coruscant,Coruscanti,Human,Female,0,0,0,0,0,0,0,0
Gizman,Tatooine,Tatooinians,Moggonite,Male,0,0,0,0,0,0,0,0
Gizmel Gam,Unknown,Mantellians,Human,Male,0,0,0,0,0,0,0,0
Gizor Dellso,Geonosis,Mustafar residents,Geonosian,Male,0,0,0,0,0,0,0,0
Gjon,Bogg 4,Bogden residents,H'drachi,Male,0,0,0,0,0,0,0,0
Glamaxon Tvurl,Barab I,Nar Shaddaa residents,Barabel,Male,0,0,0,0,0,0,0,0
Gloamer,Unknown,Tatooinians,Phindian,Male,0,0,0,0,0,0,0,0
Glongfurrp,Unknown,Bespinites,Gamorrean,Male,0,0,0,0,0,0,0,0
Glorzo,Nal Hutta,Nal Hutta residents,Hutt,Male,0,0,0,0,0,0,0,0
Gluupor,Manaan,Manaan residents,Rodian,Male,0,0,0,0,0,0,0,0
Gobi Glie,Ryloth,Ryloth residents,Twi'lek,Male,0,0,0,0,0,0,0,0
Godoba,Unknown,Nar Shaddaa residents,Hutt,Unknown,0,0,0,0,0,0,0,0
Gogol (patron),Unknown,Coruscanti,Unknown,Male,0,0,0,0,0,0,0,0
Gol,Unknown,Batuu residents,Human,Male,0,0,0,0,0,0,0,0
Gol Inacc,Unknown,Corellians,Unknown,Male,0,0,0,0,0,0,0,0
Goll,Ryloth,Ryloth residents,Twi'lek,Male,0,0,0,0,0,0,0,0
Gonar,Unknown,Tatooinians,Human,Male,0,0,0,0,0,0,0,0
Gonlo,Nar Shaddaa,Nar Shaddaa residents,Weequay,Male,0,0,0,0,0,0,0,0
Gonster,Endor,Endorians,Unknown,Male,0,0,0,0,0,0,0,0
Gonto Yas,Unknown,Manaan residents,Human,Male,0,0,0,0,0,0,0,0
Gopple,Erigorm,Erigorm residents,Unknown,Unknown,0,0,0,0,0,0,0,0
Gora,Serenno,Serennian,Human,Male,0,0,0,0,0,0,0,0
Goran (slave),Jabiim,Jabiimi,Human,Male,0,0,0,0,0,0,0,0
Gordo Zek,Unknown,Corellians,Unknown,Male,0,0,0,0,0,0,0,0
Gordok,Unknown,Cularin residents,Trandoshan,Male,0,0,0,0,0,0,0,0
Gorga's son,Tatooine,Tatooinians,Hutt,Unknown,0,0,0,0,0,0,0,0
Gorm Maldorf,Tatooine,Tatooinians,Human,Male,0,0,0,0,0,0,0,0
Gorm Rons,Unknown,Alderaanians,Human,Male,0,0,0,0,0,0,0,0
Gorman Vandrayk,Arkania,Tarisians,Arkanian Offshoot,Male,0,0,0,0,0,0,0,0
Gorr Desilijic Ebelt,Unknown,Naboo,Hutt,Male,0,0,0,0,0,0,0,0
Gorran,Unknown,Nar Shaddaa residents,Gank,Male,0,0,0,0,0,0,0,0
Gorrlyn,Kashyyyk,Kashyyyk residents,Wookiee,Female,0,0,0,0,0,0,0,0
Gorrm,Unknown,Tetans,Unknown,Male,0,0,0,0,0,0,0,0
Gorrt,Gamorr,Tatooinians,Gamorrean,Male,0,0,0,0,0,0,0,0
Gorton Colu,Taris,Tarisians,Human,Male,0,0,0,0,0,0,0,0
Gorwooken,Kashyyyk,Kashyyyk residents,Wookiee,Male,0,0,0,0,0,0,0,0
Gorzima,Nar Shaddaa,Nar Shaddaa residents,Quarren,Male,0,0,0,0,0,0,0,0
Gost,Unknown,Tythans,Human,Male,0,0,0,0,0,0,0,0
Gotan,Unknown,Tatooinians,Twi'lek,Male,0,0,0,0,0,0,0,0
Goure Conor,Unknown,Bakurans,Ryn,Male,0,0,0,0,0,0,0,0
Governor of Corulag,Corulag,Corulag residents,Unknown,Unknown,0,0,0,0,0,0,0,0
Gowan Ch'lessan,Chandrila,Chandrilans,Human,Male,0,0,0,0,0,0,0,0
Grabda Weng,Alderaan,Alderaanians,Unknown,Unknown,0,0,0,0,0,0,0,0
Gracca,Endor,Endorians,Unknown,Male,0,0,0,0,0,0,0,0
Graf Lind,Saleucami,Saleucamians,Human,Male,0,0,0,0,0,0,0,0
Graf Zapalo,Naboo,Naboo,Human,Male,1,1,0,0,0,0,1,0
Gragra,Tatooine,Tatooinians,Swokes Swokes,Female,1,0,0,0,0,0,1,0
Grakchawwaa,Unknown,Kashyyyk residents,Wookiee,Male,0,0,1,0,0,0,1,0
Grakkata,Unknown,Elrood sector residents,Wookiee,Female,0,0,0,0,0,0,0,0
Grakkus Jahibakti Tingi,Unknown,Nar Shaddaa residents,Hutt,Male,0,0,0,0,0,0,0,0
Gramm Rile,Tatooine,Tatooinians,Human,Male,0,0,0,0,0,0,0,0
Grammel,Unknown,Mimban residents,Human,Male,0,0,0,0,0,0,0,0
Gramo Murah,Unknown,Corellians,Human,Male,0,0,0,0,0,0,0,0
Grana,Unknown,Batuu residents,Human,Female,0,0,0,0,0,0,0,0
Grania (Brentaali),Brentaal IV,Brentaalans,Human,Female,0,0,0,0,0,0,0,0
Grann (commander),Unknown,Manaan residents,Human,Male,0,0,0,0,0,0,0,0
Grarwwaar,Kashyyyk,Kashyyyk residents,Wookiee,Male,0,0,0,0,0,0,0,0
Grassling,Unknown,Outbound Flight residents,Unknown,Male,0,0,0,0,0,0,0,0
Grataa,Unknown,Nal Hutta residents,Kaleesh,Male,0,0,0,0,0,0,0,0
Grathan,Unknown,Dromund Kaas residents,Human,Male,0,0,0,0,0,0,0,0
Grave Tuskens,Unknown,Sulonese,Unknown,Unknown,0,0,0,0,0,0,0,0
Grawley family,Unknown,Ruusanians,Human,Unknown,0,0,0,0,0,0,0,0
Grayyshk,Kashyyyk,Kashyyyk residents,Wookiee,Female,0,0,0,0,0,0,0,0
Grea,Kidron,Elrood sector residents,Orfite,Female,0,0,0,0,0,0,0,0
Gredda Lars,Unknown,Tatooinians,Human,Female,0,0,0,0,0,0,0,0
Greedo,Unknown,Tatooinians,Rodian,Male,1,0,0,1,0,0,1,1
Greedo the Elder,Tatooine,Tatooinians,Rodian,Male,1,0,0,0,0,0,1,0
Green Hair,Unknown,Coruscanti,Human,Male,0,0,0,0,0,0,0,0
Green Laser,Unknown,Drall,Drall,Male,0,0,0,0,0,0,0,0
Greer Sonnel,Pamarthe,Pamarthens,Human,Female,0,0,0,0,0,0,0,0
Greeta Holda,Unknown,Tatooinians,Rodian,Male,0,0,0,0,0,0,0,0
Greeve (Human),Unknown,Kashyyyk residents,Human,Male,0,0,0,0,0,1,0,1
Gregor Willsaam,Alderaan,Alderaanians,Human,Male,0,0,0,0,0,0,0,0
Greldo Farnor,Unknown,Alderaanians,Khil,Male,0,0,0,0,0,0,0,0
Grell Panib,Heffrin,Bakurans,Bakuran,Male,0,0,0,0,0,0,0,0
Grembae,Adumar,Adumari,Human,Female,0,0,0,0,0,0,0,0
Grembae's son,Adumar,Adumari,Human,Male,0,0,0,0,0,0,0,0
Grendle,Tatooine,Tatooinians,Human,Male,0,0,0,0,0,0,0,0
Greti,Lanteeb,Lanteebans,Human,Female,0,0,0,0,0,0,0,0
Grif Grawley,Sulon,Ruusanians,Human,Male,0,0,0,0,0,0,0,0
Griff Praji,Coruscant,Coruscanti,Human,Male,0,0,0,0,0,0,0,0
Griff Vao,Unknown,Tarisians,Twi'lek,Male,0,0,0,0,0,0,0,0
Griggen Sylo,Dantooine,Dantooinians,Human,Unknown,0,0,0,0,0,0,0,0
Grigor (governor),M'haeli,M'haeli residents,Human,Male,0,0,0,0,0,0,0,0
Grimey,Unknown,Tatooinians,Unknown,Male,0,0,0,0,0,0,0,0
Grinder (Corellian),Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Griz (Trandoshan),Unknown,Genarius residents,Trandoshan,Male,0,0,0,0,0,0,0,0
Grobber,Corellia,Corellians,Twi'lek,Male,0,0,0,0,0,0,0,0
Groben,Tatooine,Tatooinians,Rattataki,Male,0,0,0,0,0,0,0,0
Grodin Tierce (clone),Unknown,Bastion residents,Human,Male,0,0,0,0,0,0,0,0
Groggin,Unknown,Bespinites,Ugnaught,Male,0,0,0,0,0,0,0,0
Grogur,Unknown,Tatooinians,Gamorrean,Male,0,0,0,0,0,0,0,0
Grommik Kurthson,Unknown,Tatooinians,Human,Male,0,0,0,0,0,0,0,0
Grond (Imperial),Corellia,Corellians,Human,Male,0,0,0,0,0,1,0,1
Groola,Corellia,Corellians,Hutt,Male,0,0,0,0,0,0,0,0
Gror Pernon,Eiattu 6,Eiattuans,Human,Male,0,0,0,0,0,0,0,0
Groshim,Kashir,Kashirim,Kashirim,Male,0,0,0,0,0,0,0,0
Grotto Werribee,Tatooine,Tatooinians,Human,Male,1,0,0,0,0,0,1,0
Grov Bricker,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Groznik,Kashyyyk,Kashyyyk residents,Wookiee,Male,0,0,0,0,0,0,0,0
Grrallo,Kashyyyk,Kashyyyk residents,Wookiee,Male,0,0,0,0,0,0,0,0
Grrrwahrr,Kashyyyk,Kashyyyk residents,Wookiee,Male,0,0,0,0,0,0,0,0
Gru (waiter),Unknown,Nar Shaddaa residents,Unknown,Unknown,0,0,0,0,0,0,0,0
Grubba Desilijic Aarrpo,Nal Hutta,Nal Hutta residents,Hutt,Male,0,0,0,0,0,0,0,0
Grubber Vapps,Lamaredd,Lamaredd residents,Human,Male,0,0,0,0,0,0,0,0
Grudakk,Endor,Endorians,Unknown,Unknown,0,0,0,0,0,0,0,0
Grugnak,Bespin,Bespinites,Ugnaught,Male,0,0,0,0,1,0,0,1
Grunts,Sriluur,Tatooinians,Weequay,Male,0,0,0,0,0,0,0,0
Grupp,Nam Chorios,Nam Chorios residents,Human,Male,0,0,0,0,0,0,0,0
Guania,Kashyyyk,Kashyyyk residents,Wookiee,Male,0,0,0,0,0,0,0,0
Guardian of Mount Tantiss,Unknown,Wayland residents,Human,Male,0,0,0,0,0,0,0,0
Guardian of the sun crystal,Endor,Endorians,Unknown,Unknown,0,0,0,0,0,0,0,0
Gubo Durab,Unknown,Genarius residents,Human,Male,0,0,0,0,0,0,0,0
Gueni,Melida,Melida/Daan residents,Human,Male,0,0,0,0,0,0,0,0
Guide,Coruscant,Coruscanti,Human,Male,0,0,0,0,0,0,0,0
Gularg,Varl,Celanon residents,Hutt,Male,0,0,0,0,0,0,0,0
Gullee Kelpit,Naboo,Naboo,Gungan,Male,0,0,0,0,0,0,0,0
Gumbaeki,Kashyyyk,Kashyyyk residents,Wookiee,Male,0,0,0,0,0,0,0,0
Gungi,Kashyyyk,Kashyyyk residents,Wookiee,Male,0,0,0,0,0,0,0,0
Guntar,Ord Cestus,Cestians,Zeetsa,Male,0,0,0,0,0,0,0,0
Gurgot,Unknown,Tatooinians,Gamorrean,Male,0,0,0,0,0,0,0,0
Gurke,Tatooine,Tatooinians,Gamorrean,Male,0,0,0,0,0,0,0,0
Gurney (Human),Taris,Tarisians,Human,Male,0,0,0,0,0,0,0,0
Gurun,Nar Shaddaa,Nar Shaddaa residents,Rodian,Male,0,0,0,0,0,0,0,0
Gurveer,Alderaan,Alderaanians,Human,Male,0,0,0,0,0,0,0,0
Gus (Drall),Unknown,Drall,Drall ,Male,0,0,0,0,0,0,0,0
Gusha,Unknown,Tatooinians,Lepi,Unknown,0,0,0,0,0,0,0,0
Gust Toruna,Unknown,Cularin residents,Twi'lek,Male,0,0,0,0,0,0,0,0
Gustip,Unknown,Drall,Drall ,Male,0,0,0,0,0,0,0,0
Guther Bartyn,Lamaredd,Lamaredd residents,Human,Male,0,0,0,0,0,0,0,0
Guun Han Saresh,Taris,Tarisians,Twi'lek,Male,0,0,0,0,0,0,0,0
Guyne,Lanteeb,Lanteebans,Human,Male,0,0,0,0,0,0,0,0
Guz'Ordnak,Unknown,Tatooinians,Trandoshan,Male,0,0,0,0,0,0,0,0
Gwen,Unknown,Cularin residents,Unknown,Unknown,0,0,0,0,0,0,0,0
Gwhirrye Baric,Unknown,Corellians,Trandoshan,Male,0,0,0,0,0,0,0,0
Gyl Rosen,Nar Shaddaa,Nar Shaddaa residents,Human,Male,0,0,0,0,0,0,0,0
HK-47,Unknown,Mustafar residents,Unknown,Masculine programming,0,0,0,0,0,0,0,0
Haal (Belen Rakab),Unknown,Batuu residents,Unknown,Male,0,0,0,0,0,0,0,0
Haangok,Tatooine,Tatooinians,Kajain'sa'Nikto,Male,0,0,0,0,0,0,0,0
Haddius Korden,Corulag,Corulag residents,Human,Male,0,0,0,0,0,0,0,0
Hadiya,Shikaakwa,Shikaakwa residents,Twi'lek,Female,0,0,0,0,0,0,0,0
Hagrana Memuna,Unknown,Cularin residents,Sullustan,Female,0,0,0,0,0,0,0,0
Hagrin Zeed,Unknown,Talusians,Human,Male,0,0,0,0,0,0,0,0
Hahnee Brethen,Ryloth,Ryloth residents,Twi'lek,Female,0,0,0,0,0,0,0,0
Hakin,Alderaan,Alderaanians,Human,Male,0,0,0,0,0,0,0,0
Hal Horn,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Hala,Unknown,Tatooinians,Human,Female,0,0,0,0,0,0,0,0
Halagad Ventor,Alderaan,Alderaanians,Human,Male,0,0,0,0,0,0,0,0
Halbard,Chandrila,Chandrilans,Unknown,Male,0,0,0,0,0,0,0,0
Halbret,Coruscant,Coruscanti,Human,Female,0,0,0,0,0,0,0,0
Halbret's sister,Coruscant,Coruscanti,Human,Female,0,0,0,0,0,0,0,0
